Removed Pin From Net: NetName=SDO Pin=U201-15
Removed Pin From Net: NetName=SDI Pin=U201-16
Removed Pin From Net: NetName=ROT3 Pin=U201-17
Removed Pin From Net: NetName=ROT2 Pin=U201-18
Removed Pin From Net: NetName=GND_Slave Pin=U201-19
Removed Pin From Net: NetName=NetC203_2 Pin=U201-20
Removed Pin From Net: NetName=UART_RX Pin=U201-21
Removed Pin From Net: NetName=UART_TX Pin=U201-22
Removed Pin From Net: NetName=LED2 Pin=U201-23
Removed Pin From Net: NetName=LED1 Pin=U201-24
Removed Pin From Net: NetName=AMS_CAN_RXD Pin=U201-25
Removed Pin From Net: NetName=AMS_CAN_TXD Pin=U201-26
Removed Pin From Net: NetName=GND_Slave Pin=U201-27
Removed Pin From Net: NetName=VCC Pin=U201-28
Change component parameters: Designator = "C101" ("C101"); Footprint = "C10u-50V-1210FNPMLCC-X7R"; UniqueID = "\VPYGAXJJ\GTGGCFYV" ("\VPYGAXJJ\GTGGCFYV")
Change component parameters: Designator = "TP306" ("TP306"); Footprint = "TestPoint"; UniqueID = "\SNQEAXIV\COKCQJYC" ("\SNQEAXIV\COKCQJYC")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP307" ("TP307"); Footprint = "TestPoint"; UniqueID = "\SNQEAXIV\DYXXTQRX" ("\SNQEAXIV\DYXXTQRX")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP308" ("TP308"); Footprint = "TestPoint"; UniqueID = "\SNQEAXIV\UBAHRBEW" ("\SNQEAXIV\UBAHRBEW")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP309" ("TP309"); Footprint = "TestPoint"; UniqueID = "\SNQEAXIV\WOOWAEDX" ("\SNQEAXIV\WOOWAEDX")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP501" ("TP501"); Footprint = "TestPoint"; UniqueID = "\LLGBRSRX\KARPTHEW" ("\LLGBRSRX\KARPTHEW")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP502" ("TP502"); Footprint = "TestPoint"; UniqueID = "\LLGBRSRX\JPYSUHAY" ("\LLGBRSRX\JPYSUHAY")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP503" ("TP503"); Footprint = "TestPoint"; UniqueID = "\LLGBRSRX\EHBIBZKV" ("\LLGBRSRX\EHBIBZKV")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP504" ("TP504"); Footprint = "TestPoint"; UniqueID = "\LLGBRSRX\HQULCBQC" ("\LLGBRSRX\HQULCBQC")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP505" ("TP505"); Footprint = "TestPoint"; UniqueID = "\LLGBRSRX\OJSNKMEZ" ("\LLGBRSRX\OJSNKMEZ")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP506" ("TP506"); Footprint = "TestPoint"; UniqueID = "\LLGBRSRX\MGBCWMEZ" ("\LLGBRSRX\MGBCWMEZ")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP507" ("TP507"); Footprint = "TestPoint"; UniqueID = "\LLGBRSRX\NQTSAZHB" ("\LLGBRSRX\NQTSAZHB")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP508" ("TP508"); Footprint = "TestPoint"; UniqueID = "\LLGBRSRX\VNWEZKFS" ("\LLGBRSRX\VNWEZKFS")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP509" ("TP509"); Footprint = "TestPoint"; UniqueID = "\LLGBRSRX\IBNYOEJE" ("\LLGBRSRX\IBNYOEJE")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP510" ("TP510"); Footprint = "TestPoint"; UniqueID = "\LLGBRSRX\FXPBCYFH" ("\LLGBRSRX\FXPBCYFH")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP511" ("TP511"); Footprint = "TestPoint"; UniqueID = "\LLGBRSRX\BRFOKOST" ("\LLGBRSRX\BRFOKOST")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP512" ("TP512"); Footprint = "TestPoint"; UniqueID = "\LLGBRSRX\NTEAWLUS" ("\LLGBRSRX\NTEAWLUS")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP601" ("TP601"); Footprint = "TestPoint"; UniqueID = "\LMCPFJFP\HWQUCKYG" ("\LMCPFJFP\HWQUCKYG")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP602" ("TP602"); Footprint = "TestPoint"; UniqueID = "\LMCPFJFP\ONDJXTOH" ("\LMCPFJFP\ONDJXTOH")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP603" ("TP603"); Footprint = "TestPoint"; UniqueID = "\LMCPFJFP\MTRMJXBR" ("\LMCPFJFP\MTRMJXBR")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP604" ("TP604"); Footprint = "TestPoint"; UniqueID = "\LMCPFJFP\PQGQQXGK" ("\LMCPFJFP\PQGQQXGK")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "TP605" ("TP605"); Footprint = "TestPoint"; UniqueID = "\LMCPFJFP\CIGSGZBH" ("\LMCPFJFP\CIGSGZBH")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "TestPoint"; VariantName = "[No Variations]"
Change component parameters: Designator = "U102" ("U102"); Footprint = "LDO_10V-0.8/3V3-SOT223"; UniqueID = "\VPYGAXJJ\PPWQNRXH" ("\VPYGAXJJ\PPWQNRXH")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Accuracy"; Value = "1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case/Package"; Value = "SOT-223"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "LDO"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.ti.com/lit/ds/symlink/lm1117.pdf?HQS=dis-mous-null-mousermode-dsf-pf-null-wwe&DCM=yes&ref_url=https%3A%2F%2Fwww.mouser.de%2F&distId=26"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Where buy it"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.mouser.es/ProductDetail/Texas-Instruments/LM1117IMP-33-NOPB?qs=X1J7HmVL2ZFbpN1TgOsjYQ%3D%3D"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "https://datasheet.ciiva.com/27051/1281318-27051810.pdf?src-supplier=Jameco"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "https://datasheet.ciiva.com/27051/1281318-27051810.pdf?src-supplier=Jameco"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4Description"; Value = "https://datasheet.ciiva.com/8042/1670636-8042261.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4URL"; Value = "https://datasheet.ciiva.com/8042/1670636-8042261.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5Description"; Value = "https://datasheet.ciiva.com/1570/1849796-1570171.pdf?src-supplier=Farnell"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5URL"; Value = "https://datasheet.ciiva.com/1570/1849796-1570171.pdf?src-supplier=Farnell"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6Description"; Value = "https://datasheet.ciiva.com/14149/lm1117-eng-tds-14149980.pdf?src-supplier=Distrelec"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6URL"; Value = "https://datasheet.ciiva.com/14149/lm1117-eng-tds-14149980.pdf?src-supplier=Distrelec"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink7Description"; Value = "https://datasheet.ciiva.com/46386/1882372-46386042.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
